Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
-8.08,-4.71,-2.28,-7.45,2.45,30.31,0.02,-0.02,0,1007.09,35.5,51.41,null,null,0:0:0
-8.32,-4.82,-2.08,-7.09,2.64,30.31,-0.02,-0.04,0,1007.05,35.5,51.75,null,null,0:0:0
-8.63,-4.55,-2.31,-7.27,2.82,30.2,-0.03,-0.04,0,1007.08,35.5,51.5,null,null,0:0:0
-8.39,-5.02,-2.51,-7.18,3.18,30.2,0.02,-0.03,0.01,1007.09,35.5,51.41,null,null,0:0:0
-8.36,-4.31,-2.35,-7.45,2.73,30.41,-0.04,-0.05,0,1007.11,35.5,51.25,null,null,0:0:0
-8.47,-4.75,-2.2,-7.18,2.82,30.31,0.04,-0.02,0.01,1007.06,35.5,51.66,null,null,0:0:0
-8.63,-4.43,-1.77,-5.36,-0.64,28.27,0.3,0.06,-0.03,1007.11,35.6,51.25,null,null,0:0:0
-8.04,-4.12,0.12,-6.64,1.64,29.29,-0.77,-0.36,-0.11,1007.12,35.5,51.16,null,null,0:0:0
-8.32,-4.82,-2.35,-6,1,29.18,0.15,0.01,0.02,1007.08,35.6,51.5,null,null,0:0:0
-8.75,-3.53,-2.04,-5.73,-0.18,28.37,0.66,0.12,0.16,1007.07,35.6,51.58,null,null,0:0:0
-8.55,-4.47,-1.65,-7,1.91,30,-0.77,-0.25,-0.1,1007.15,35.5,50.91,null,null,0:0:0
-8.47,-4.43,-2.43,-6.55,1.45,29.8,0.4,0.08,0.05,1007.09,35.5,51.41,null,null,0:00:0:0
-8.47,-4.63,-1.96,-6.82,1.64,29.39,-0.01,-0.07,-0.01,1007.03,35.5,51.92,null,null,0:0:0
-8.63,-4.79,-2.16,-6.27,1.82,29.59,0.15,0.02,0.02,1007.12,35.5,51.16,null,null,0:0:0
-8.87,-3.33,-2.59,-5.64,0,28.67,-1.48,-0.47,-0.19,1007.01,35.5,52.08,null,null,0:0:0
-8.43,-4.59,-2.28,-7.09,3,29.9,0.87,0.22,0.12,1007,35.5,52.17,null,null,0:0:0
-8.32,-4.59,-2.31,-7,2.73,29.9,-0.43,-0.16,-0.06,1006.98,35.5,52.34,null,null,0:0:0
-8.32,-4.71,-2.35,-6.18,1.36,29.08,-0.02,-0.05,0,1007,35.5,52.17,null,null,0:0:0
-8.28,-4.63,-2.28,-6.91,3,30.31,0.26,0.05,0.04,1007.01,35.4,52.08,null,null,0:0:0
-8.36,-4.63,-2.39,-6.55,1.91,29.59,-0.36,-0.13,-0.04,1006.96,35.4,52.5,null,null,0:0:0
-8.36,-4.67,-2.31,-6.73,2,29.9,0.23,0.04,0.04,1006.96,35.4,52.5,null,null,0:0:0
-8.2,-4.67,-2.47,-7,2.82,30.2,-0.21,-0.1,-0.02,1006.95,35.4,52.59,null,null,0:0:0
-8.24,-4.59,-2.16,-6.73,1.82,30,0.12,-0.01,0.02,1007,35.4,52.17,null,null,0:0:0
-8.79,-4.16,-1.26,-6.64,2.73,29.69,0.61,0.03,0.16,1007.01,35.4,52.08,null,null,0:0:0
-8.28,-4.51,-2.86,-7.36,3.55,30.41,0.4,0.01,0.12,1007.03,35.4,51.92,null,null,0:0:0
-8.43,-5.45,-1.96,-7.55,4.73,31.33,0.58,-0.04,0.48,1006.95,35.4,52.59,null,null,0:0:0
-9.96,1.88,0.43,-5.91,0.45,26.73,2.64,0.03,-0.32,1006.97,35.4,52.42,null,null,0:0:0
-9.77,0.12,-1.37,1.55,-36.09,23.47,-2.19,0.69,-0.59,1007.1,35.4,51.33,null,null,0:0:0
-9.69,0.39,-1.29,0.64,-37.82,24.29,-1.81,0.58,-0.54,1007.1,35.4,51.33,null,null,0:0:0
-9.34,-0.55,-2.39,8,-21.82,18.16,0.14,0.03,0.01,1007.12,35.4,51.16,null,null,0:0:0
-9.57,0.08,-1.96,7,-23.36,18.27,-0.12,0.02,-0.03,1007.13,35.4,51.08,null,null,0:0:0
-9.89,0.27,-1.26,0.36,-37.09,24.08,-1.07,0.3,-0.32,1007.13,35.4,51.08,null,null,0:0:0
-9.85,0.04,-1.77,5.64,-27.27,19.18,-0.46,0.11,-0.08,1007.13,35.4,51.08,null,null,0:0:0
-8.36,0,-1.77,2.55,-38.45,25.31,-0.02,0.13,0.28,1007.08,35.4,51.5,null,null,0:0:0
-9.85,0.12,-1.49,5.18,-38.18,23.57,0.42,0.17,-0.06,1007.13,35.4,51.08,null,null,0:0:0
-9.65,0.08,-1.65,3.36,-40.82,25.61,-0.02,-0.04,-0.04,1007.09,35.3,51.41,null,null,0:0:0
-9.65,0.39,-1.61,3.55,-40.82,25.2,0.04,-0.06,0.02,1007.14,35.3,51,null,null,0:0:0
-9.65,0.24,-1.53,3.55,-40.73,25.61,-0.05,-0.04,0.02,1007.11,35.3,51.25,null,null,0:0:0
-10,0.04,-2,3.64,-40.55,25.2,0.06,0.04,-0.06,1007.08,35.1,51.5,null,null,0:0:0
-8.63,-0.24,-2.35,3.36,-41.36,26.12,-0.56,0.16,0.01,1007.12,35.1,51.16,null,null,0:0:0
-9.69,0.27,-1.53,3.27,-40.82,25.2,0.01,-0.03,0,1007.1,35.1,51.33,null,null,0:0:0
-9.69,0.24,-1.57,3.27,-40.82,25.51,0,-0.04,0,1007.13,35,51.08,null,null,0:0:0
-9.69,0.27,-1.61,3.45,-40.82,25.31,0,-0.04,0,1007.05,35,51.75,null,null,0:0:0
-9.73,0.24,-1.65,3.27,-40.55,25.1,0.01,-0.03,0,1007.15,35,50.91,null,null,0:0:0
-9.65,0.24,-1.57,3.36,-41,25.31,0.01,-0.04,0.01,1007.12,35.1,51.16,null,null,0:0:0
-9.61,0.31,-1.73,3.36,-40.91,25.41,-0.01,-0.08,0.04,1007.14,35,51,null,null,0:0:0
-9.69,0.43,-1.61,3.18,-40.64,25.2,-0.02,-0.04,0.01,1007.11,35,51.25,null,null,0:0:0
-9.69,0.16,-1.61,3.09,-40.91,25.1,0.02,-0.03,0,1007.11,35,51.25,null,null,0:0:0
-9.73,0.16,-1.41,3.18,-40.82,25.2,0.01,-0.05,0.01,1007.06,35,51.66,null,null,0:0:0
-9.69,0.43,-1.73,3.18,-40.73,25.2,0.03,-0.09,0.02,1007.18,35,50.66,null,null,0:0:0
-9.34,0.08,-1.92,3.45,-40.45,25.1,-0.14,0.01,0.02,1007.07,35,51.58,null,null,0:0:0
-9.38,-0.39,-1.8,3.73,-39.55,24.8,-0.07,-0.14,0.09,1007.08,35,51.5,null,null,0:0:0
-9.92,0.35,-1.41,3,-40.36,25,-0.06,-0.12,-0.02,1007.05,35,51.75,null,null,0:0:0
-10,-0.16,-1.8,3.36,-39.55,24.59,0,-0.03,-0.14,1007.11,35,51.25,null,null,0:0:0
-9.57,-0.86,-1.33,3.27,-40.09,25,-0.07,0.1,-0.19,1007.1,35.1,51.33,null,null,0:0:0
-9.49,-0.51,-1.14,3.55,-39.36,24.9,0.18,-0.08,-0.15,1007.06,35.1,51.66,null,null,0:0:0
-9.65,-0.16,-1.57,3.82,-39.36,24.69,0.16,0,-0.05,1007.11,35.1,51.25,null,null,0:0:0
-9.65,-0.2,-1.53,3.36,-40.18,25.31,-0.08,-0.08,0.02,1007.12,35.1,51.16,null,null,0:0:0
-9.41,-0.51,-1.53,3.55,-39.82,24.8,-0.11,0.04,-0.11,1007.14,35.1,51,null,null,0:0:0
-8.98,0.35,-1.33,2.82,-39.27,25.1,0.02,-0.1,-0.02,1007.14,35,51,null,null,0:0:0
-9.61,-0.24,-1.41,2.64,-40.36,25.41,0.05,-0.1,0.04,1007.12,35.1,51.16,null,null,0:0:0
-9.96,-0.2,-1.29,3.73,-39,24.49,0.43,0.01,0.33,1007.14,35.1,51,null,null,0:0:0
-9.45,0.08,-1.65,2.09,-42,26.53,-0.12,0.05,0.02,1007.15,35,50.91,null,null,0:0:0
-9.96,0.24,-1.49,3.09,-39.91,24.8,-0.17,-0.08,-0.03,1007.14,35.1,51,null,null,0:0:0
-9.65,0.47,-1.18,2.55,-40.82,25.51,0.26,-0.08,0.07,1007.16,35,50.83,null,null,0:0:0
-9.65,0.04,-1.73,2.45,-41.82,26.12,-0.13,0.08,-0.08,1007.03,35,51.92,null,null,0:0:0
-11.14,-0.82,-0.16,3.36,-40.27,25.2,-0.19,-0.13,-0.08,1007.15,35,50.91,null,null,0:0:0
-9.85,-0.9,-2.31,3.27,-41.27,26.02,0.06,-0.01,-0.01,1007.12,35,51.16,null,null,0:0:0
-9.81,0.27,-1.41,3.36,-40.36,25.51,-0.12,-0.21,0.21,1007.15,35,50.91,null,null,0:0:0
-8.98,0.12,-1.96,3.09,-41,25.51,0.07,-0.02,0.16,1007.15,35,50.91,null,null,0:0:0
-10.12,0.51,-0.63,2.09,-41.91,25.61,0.25,0.08,-0.25,1007.15,35,50.91,null,null,0:0:0
-6.9,-1.73,0.24,1.09,-42.09,26.53,0.15,-0.1,0.34,1007.13,35,51.08,null,null,0:0:0
-6.2,4.08,-1.18,5.82,-29.91,20.1,-0.55,-0.54,0.74,1007.15,35.1,50.91,null,null,0:0:0
-10.75,-0.08,-0.78,0.91,-35.64,22.96,0.95,-0.43,0.2,1007.11,35.1,51.25,null,null,0:0:0
-10,1.18,-1.1,1.91,-35.27,22.65,-0.71,0.18,-0.3,1007.14,35.1,51,null,null,0:0:0
-9.61,1.1,-1.57,5,-28.64,19.39,0.14,-0.32,0.1,1007.11,35.1,51.25,null,null,0:0:0
-9.92,0.9,-0.63,0.82,-37,23.67,0.64,-0.31,0.21,1007.17,35.1,50.74,null,null,0:0:0
-9.1,0.82,-1.92,1.45,-35.45,22.76,-0.82,0.47,-0.4,1007.09,35.1,51.41,null,null,0:0:0
-9.38,-0.04,-1.57,5.09,-28.45,19.39,0.13,-0.07,0.14,1007.08,35.1,51.5,null,null,0:0:0
-9.77,0.39,-0.94,2,-35.55,22.96,0.7,-0.22,0.23,1007.1,35,51.33,null,null,0:0:0
-9.69,-0.16,-1.18,1.55,-35.73,22.96,-0.64,0.26,-0.23,1007.14,35.1,51,null,null,0:0:0
-9.14,-0.2,-2.2,4.55,-29.45,19.59,0.24,0.04,-0.05,1007.14,35.1,51,null,null,0:0:0
-9.89,-0.16,-1.57,2.36,-34.73,22.14,0.6,-0.02,0.01,1007.11,35.1,51.25,null,null,0:0:0
-9.77,0.2,-1.26,2,-35.27,22.76,-0.49,0.12,-0.15,1007.15,35.1,50.91,null,null,0:0:0
-9.49,0.16,-1.88,4.27,-30.64,20.31,0.01,-0.03,-0.09,1007.15,35.1,50.91,null,null,0:0:0
-10.55,0.2,-1.1,2.45,-34.09,21.73,0.61,-0.22,0.23,1007.15,35.1,50.91,null,null,0:0:0
-8.75,3.41,-1.45,2.82,-32.36,21.02,1.47,-0.67,0.56,1007.11,35.1,51.25,null,null,0:0:0
-10.2,0.86,-0.43,2.55,-33.73,20.82,-0.89,0.62,-0.75,1007.09,35.1,51.41,null,null,0:0:0
-9.06,-0.12,-1.96,4.45,-32,20.31,0.53,-0.24,0.12,1007.13,35.1,51.08,null,null,0:0:0
-9.38,-0.24,-1.73,0.18,-39.27,24.39,0.33,0.09,-0.12,1007.13,35.1,51.08,null,null,0:0:0
-9.53,-0.2,-1.57,2.27,-36,22.35,-0.83,0.37,-0.31,1007.12,35.1,51.16,null,null,0:0:0
-9.81,-0.27,-1.96,4.55,-31.73,20.61,0.55,-0.04,0.02,1007.1,35.1,51.33,null,null,0:0:0
-9.77,0.12,-1.53,1,-38.18,23.78,0.39,-0.03,-0.01,1007.12,35.1,51.16,null,null,0:0:0
-9.3,0,-1.88,2.18,-36.55,22.45,-0.63,0.33,-0.24,1007.11,35.1,51.25,null,null,0:0:0
-9.57,0.16,-1.69,4.09,-32.64,21.02,0.39,-0.09,0.07,1007.14,35.1,51,null,null,0:0:0
-9.77,0.55,-1.41,1.73,-38.18,23.88,0.27,-0.16,0.07,1007.1,35.1,51.33,null,null,0:0:0
-9.73,0.47,-1.53,2.27,-36,22.55,-0.46,0.11,-0.14,1007.08,35.1,51.5,null,null,0:0:0
-9.73,0.12,-1.84,3.45,-34,21.33,0.12,-0.07,0.11,1007.08,35.1,51.5,null,null,0:0:0
-9.69,0,-1.73,0,0,0,-0.03,-0.22,0.16,1007.06,35.1,51.66,null,null,0:0:0
-9.57,0.12,-1.8,3.45,-35.91,22.96,-0.42,-0.23,0.08,1007.12,35.1,51.16,null,null,0:0:0
-9.69,0.39,-1.45,3,-34.91,22.04,-0.01,-0.38,0.18,1007.04,35.1,51.83,null,null,0:0:0
-9.81,0.63,-1.26,2.82,-36.45,22.86,-0.05,-0.26,0.12,1007.16,35.1,50.83,null,null,0:0:0
-9.77,0.67,-1.26,2.55,-36.18,22.45,-0.18,-0.02,-0.02,1007.12,35.1,51.16,null,null,0:0:0
-9.73,0.47,-1.45,2.55,-35.55,22.14,0.1,-0.06,0.03,1007.07,35.1,51.58,null,null,0:0:0
-9.73,0.39,-1.53,0,0,0,0,-0.03,0,1007.1,35.1,51.33,null,null,0:0:0
-9.73,0.35,-1.49,2.64,-35.55,22.35,-0.06,-0.03,-0.01,1007.02,35.1,52,null,null,0:0:0
-9.77,0.43,-1.45,2.45,-35.64,22.35,0.05,-0.06,0.01,1007.07,35.1,51.58,null,null,0:0:0
-9.73,0.31,-1.41,2.55,-36.09,22.35,-0.02,0,-0.02,1007.05,35.1,51.75,null,null,0:0:0
-9.61,0.24,-1.45,2.45,-35.73,22.24,0.01,-0.02,-0.01,1007.1,35.1,51.33,null,null,0:0:0
-9.69,0.27,-1.45,2.82,-35.64,22.65,0.01,-0.03,0,1007.1,35.1,51.33,null,null,0:0:0
-9.69,0.24,-1.45,0,0,0,-0.01,-0.04,0.01,1007.09,35.1,51.41,null,null,0:0:0
-9.61,0.31,-1.49,2.82,-36,22.14,0,-0.05,0.01,1007.05,35.1,51.75,null,null,0:0:0
-9.69,0.27,-1.53,2.64,-36,22.35,0,-0.03,0,1007.03,35.2,51.92,null,null,0:0:0
-9.69,0.24,-1.45,2.55,-35.45,22.45,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.27,-1.41,2.64,-36.09,22.24,0,-0.04,0.01,1007.11,35.2,51.25,null,null,0:0:0
-9.73,0.27,-1.49,2.64,-35.82,22.35,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.61,0.31,-1.45,2.64,-36,22.45,0,-0.03,0,1007.1,35.2,51.33,null,null,0:0:0
-9.69,0.24,-1.53,2.64,-35.64,22.45,0,-0.04,0,1007.04,35.2,51.83,null,null,0:0:0
-9.65,0.31,-1.45,2.55,-35.73,22.55,0,-0.04,0,1007.12,35.2,51.16,null,null,0:0:0
-9.69,0.35,-1.37,0,0,0,0,-0.04,0,1007.09,35.2,51.41,null,null,0:0:0
-9.73,0.35,-1.41,2.73,-36,22.55,0,-0.04,0.01,1007.13,35.2,51.08,null,null,0:0:0
-9.65,0.31,-1.37,2.55,-36.09,22.55,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.27,-1.53,2.36,-36,22.24,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.65,0.35,-1.41,2.64,-35.82,22.24,0,-0.04,0,1007.11,35.2,51.25,null,null,0:0:0
-9.65,0.31,-1.53,2.55,-35.82,22.45,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.73,0.24,-1.49,2.55,-35.55,22.35,0,-0.04,0,1007.07,35.3,51.58,null,null,0:0:0
-9.73,0.27,-1.37,2.55,-36,22.24,0,-0.04,0,1007.02,35.3,52,null,null,0:0:0
-9.65,0.31,-1.41,2.64,-35.64,22.14,0,-0.04,0,1007.11,35.3,51.25,null,null,0:0:0
-9.65,0.31,-1.49,2.64,-35.64,22.45,0,-0.04,0,1007.1,35.3,51.33,null,null,0:0:0
-9.69,0.27,-1.53,2.55,-35.73,22.55,0,-0.04,0,1007.11,35.2,51.25,null,null,0:0:0
-9.65,0.31,-1.57,2.73,-35.64,22.45,0,-0.04,0,1007.12,35.2,51.16,null,null,0:0:0
-9.69,0.27,-1.49,2.73,-35.64,22.14,0,-0.04,0.01,1007.1,35.2,51.33,null,null,0:0:0
-9.65,0.31,-1.53,2.73,-35.55,22.24,0,-0.04,0,1007.13,35.2,51.08,null,null,0:0:0
-9.69,0.27,-1.49,2.73,-35.82,22.35,0,-0.03,0,1007.13,35.2,51.08,null,null,0:0:0
-9.65,0.35,-1.49,2.55,-35.55,22.35,0,-0.04,0,1007.09,35.2,51.41,null,null,0:0:0
-9.69,0.31,-1.45,2.64,-35.64,22.14,0,-0.04,0,1007.1,35.2,51.33,null,null,0:0:0
-9.77,0.31,-1.49,2.73,-35.64,22.45,0,-0.04,0,1007.01,35.2,52.08,null,null,0:0:0
-9.73,0.31,-1.49,2.91,-35.91,22.55,0,-0.04,0,1007.15,35.2,50.91,null,null,0:0:0
-9.61,0.31,-1.49,2.64,-35.82,22.45,0,-0.04,0,1007.09,35.2,51.41,null,null,0:0:0
-9.69,0.31,-1.45,2.82,-35.91,22.35,0,-0.04,0,1007.15,35.2,50.91,null,null,0:0:0
-9.73,0.31,-1.49,2.55,-35.45,22.24,0,-0.04,0,1007.08,35.2,51.5,null,null,0:0:0
-9.69,0.31,-1.49,2.55,-35.73,22.65,0,-0.04,0,1007.1,35.2,51.33,null,null,0:0:0
-9.69,0.27,-1.37,2.73,-35.64,22.35,0,-0.04,0,1007.19,35.2,50.58,null,null,0:0:0
-9.61,0.39,-1.45,2.55,-35.64,22.35,0.01,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.31,-1.53,2.45,-35.73,22.55,0,-0.04,0.01,1007.08,35.2,51.5,null,null,0:0:0
-9.69,0.24,-1.37,2.82,-35.73,22.35,0,-0.04,0,1007.15,35.2,50.91,null,null,0:0:0
-9.73,0.24,-1.57,2.36,-36.18,22.45,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.24,-1.45,2.55,-35.64,22.14,0,-0.04,0,1007.08,35.2,51.5,null,null,0:0:0
-9.73,0.24,-1.45,2.55,-35.82,22.35,0,-0.04,0,1007.03,35.2,51.92,null,null,0:0:0
-9.69,0.27,-1.41,2.73,-35.55,22.35,0,-0.04,0,1006.99,35.2,52.25,null,null,0:0:0
-9.69,0.27,-1.53,2.64,-35.64,22.35,0,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.65,0.31,-1.57,2.45,-35.73,22.04,0,-0.04,0,1007.13,35.2,51.08,null,null,0:0:0
-9.65,0.27,-1.53,2.55,-35.82,22.35,0.01,-0.04,0,1007.07,35.2,51.58,null,null,0:0:0
-9.69,0.31,-1.53,2.82,-35.73,22.24,-0.01,-0.03,0,1007.15,35.2,50.91,null,null,0:0:0
-9.73,0.31,-1.57,2.73,-35.64,22.35,0.01,-0.04,0.01,1007.04,35.2,51.83,null,null,0:0:0
-9.77,0.27,-1.41,2.82,-35.73,22.35,-0.01,-0.03,0,1007.07,35.2,51.58,null,null,0:0:0
-9.69,0.24,-1.49,2.82,-35.64,22.45,0,-0.04,0.01,1007.13,35.2,51.08,null,null,0:0:0
-9.69,0.27,-1.41,2.64,-35.73,22.35,0,-0.03,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.24,-1.53,2.64,-35.82,22.35,0,-0.03,0,1007.09,35.2,51.41,null,null,0:0:0
-9.65,0.27,-1.49,2.55,-35.64,22.35,0,-0.04,0,1007.13,35.2,51.08,null,null,0:0:0
-9.65,0.31,-1.45,2.64,-35.64,22.24,0,-0.04,0,1007.07,35.2,51.58,null,null,0:0:0
-8.94,0.2,-1.26,2.45,-35.64,22.55,0.06,0.01,-0.03,1007.08,35.2,51.5,null,null,0:0:0
-10.04,-0.04,-2.16,2.91,-35.36,22.24,-0.13,0.05,0.06,1007.08,35.2,51.5,null,null,0:0:0
-9.57,0.12,-1.53,3.36,-35.82,22.45,-0.07,-0.01,0.24,1007.12,35.2,51.16,null,null,0:0:0
-9.69,1.53,-1.65,1.91,-36.36,22.24,0.09,-0.05,-0.08,1007.03,35.2,51.92,null,null,0:0:0
-9.61,0.63,-1.96,2.18,-36.64,22.76,0.01,0.02,-0.12,1007.06,35.2,51.66,null,null,0:0:0
-10.16,0,-2.12,2.55,-35.64,21.94,0.36,0.04,-0.27,1007.05,35.2,51.75,null,null,0:0:0
-9.73,-1.57,-2.31,3.27,-36.64,23.27,0.01,0.11,-0.1,1007.12,35.2,51.16,null,null,0:0:0
-9.41,0.35,-1.61,3.09,-34.73,21.43,0.14,0.01,-0.08,1007.05,35.2,51.75,null,null,0:0:0
-9.69,0.35,-1.37,1.91,-37.18,22.96,0.31,0.08,-0.06,1007.12,35.2,51.16,null,null,0:0:0
-9.73,-0.04,-1.77,3,-36.36,22.86,-0.16,0.22,-0.17,1007.13,35.2,51.08,null,null,0:0:0
-9.49,-0.04,-1.77,3.18,-35.55,21.73,0.15,-0.03,0.02,1007.04,35.2,51.83,null,null,0:0:0
-9.69,0.24,-1.61,2.82,-36.64,22.86,-0.03,-0.11,0.04,1007.1,35.2,51.33,null,null,0:0:0
-9.69,0.51,-1.53,2.55,-35.91,22.45,-0.07,-0.04,0,1007.06,35.2,51.66,null,null,0:0:0
-9.69,0.43,-1.61,2.45,-36.36,22.55,0.04,-0.05,0.02,1007.16,35.2,50.83,null,null,0:0:0
-9.65,0.43,-1.53,2.73,-36,22.65,-0.03,-0.05,0,1007.13,35.2,51.08,null,null,0:0:0
-9.65,0.47,-1.65,2.73,-36.18,22.86,0.01,-0.03,0,1007.11,35.2,51.25,null,null,0:0:0
-9.65,0.35,-1.45,2.64,-36.09,22.65,0,-0.02,0,1007.15,35.2,50.91,null,null,0:0:0
-9.77,-0.75,-2.82,2.36,-36.27,22.45,0.2,0.05,-0.26,1007.08,35.2,51.5,null,null,0:0:0
-9.92,-0.2,-1.33,2.91,-35.91,22.35,0.08,0.08,-0.06,1007.12,35.2,51.16,null,null,0:0:0
-9.38,0.24,-2.63,2.09,-36.73,22.55,0.04,0.09,-0.07,1007.1,35.2,51.33,null,null,0:0:0
-9.85,-0.16,-1.77,2.91,-36.55,22.86,0.06,-0.11,-0.11,1007.12,35.2,51.16,null,null,0:0:0
-9.45,-1.14,-1.73,3.27,-36,23.06,-0.15,-0.15,-0.03,1007.12,35.2,51.16,null,null,0:0:0
-9.38,0.24,-1.45,2.27,-35.64,22.96,0.1,-0.37,0.29,1007.17,35.2,50.74,null,null,0:0:0
-9.65,0.39,-2,2.64,-35.45,22.76,0.08,-0.24,-0.62,1007.14,35.2,51,null,null,0:0:0
-10,1.33,-0.67,3.27,-37,23.78,-0.15,-0.28,0.67,1007.09,35.2,51.41,null,null,0:0:0
-9.89,0.08,-0.98,2.09,-36.27,22.86,0.01,0.03,-0.15,1007.12,35.2,51.16,null,null,0:0:0
-9.81,0.04,-2.16,2.73,-36.82,23.16,0.28,-0.04,-0.05,1007.1,35.2,51.33,null,null,0:0:0
-9.73,1.8,-2.24,2.45,-38.18,23.57,-0.34,-0.5,0.09,1007.1,35.2,51.33,null,null,0:0:0
-9.18,0.51,-1.49,3,-37.82,24.29,-0.14,0.56,-0.24,1007.1,35.2,51.33,null,null,0:0:0
-9.53,0.39,-1.29,2,-40.27,25.31,-0.19,0.02,0.02,1007.09,35.3,51.41,null,null,0:0:0
-9.65,0,-1.61,3.55,-37.91,23.88,-0.16,-0.07,0.03,1007.07,35.3,51.58,null,null,0:0:0
-9.73,0.24,-1.41,3.18,-38.82,23.98,0.19,-0.21,0.12,1007.12,35.3,51.16,null,null,0:0:0
-9.77,0.31,-1.29,2.36,-39.73,24.59,-0.16,0,-0.03,1007.03,35.3,51.92,null,null,0:0:0
-9.69,0.04,-1.53,2.91,-38.09,23.88,0.02,0,-0.01,1007.14,35.3,51,null,null,0:0:0
-9.65,0.08,-1.49,2.91,-38.91,24.18,0.06,-0.03,0.01,1007.13,35.3,51.08,null,null,0:0:0
-9.65,0.08,-1.49,2.73,-39.09,24.18,-0.01,-0.04,0,1007.09,35.3,51.41,null,null,0:0:0
-9.73,0.12,-1.49,2.82,-38.91,24.39,-0.02,-0.05,0.01,1007.06,35.3,51.66,null,null,0:0:0
-9.69,0.12,-1.49,2.55,-38.82,24.39,0.02,-0.04,0.01,1007.05,35.3,51.75,null,null,0:0:0
-9.65,0.16,-1.45,2.64,-38.91,24.29,-0.02,-0.03,-0.01,1007.09,35.3,51.41,null,null,0:0:0
-9.73,0.08,-1.41,2.73,-39,24.08,0.01,-0.04,0.01,1007.08,35.3,51.5,null,null,0:0:0
-9.61,0.08,-1.45,2.64,-38.91,24.29,-0.01,-0.03,0,1007.09,35.3,51.41,null,null,0:0:0
-9.69,0.04,-1.45,2.55,-39,24.39,0,-0.04,0,1007.1,35.3,51.33,null,null,0:0:0
-9.65,0.08,-1.45,2.55,-38.91,24.08,0,-0.04,0.01,1007.09,35.3,51.41,null,null,0:0:0
-9.73,0.12,-1.41,2.64,-39.09,24.29,0,-0.04,0,1007.08,35.3,51.5,null,null,0:0:0
-9.73,0.12,-1.45,2.73,-39.09,24.18,0,-0.04,0,1007.08,35.3,51.5,null,null,0:0:0
-9.73,0.08,-1.41,2.55,-38.73,24.39,0,-0.04,0,1007.1,35.3,51.33,null,null,0:0:0
-9.73,0.08,-1.45,2.64,-39.09,24.49,0,-0.04,0,1007.14,35.3,51,null,null,0:0:0
-9.65,0.08,-1.41,2.82,-39,24.39,0,-0.04,0,1007.07,35.3,51.58,null,null,0:0:0
-9.69,0.08,-1.49,2.64,-39.18,24.29,0,-0.04,0,1007.06,35.3,51.66,null,null,0:0:0
-9.69,0.04,-1.57,2.82,-38.91,24.29,0,-0.04,0,1007.09,35.3,51.41,null,null,0:0:0
-9.73,0.08,-1.45,2.55,-39.09,24.39,0,-0.04,0,1007.03,35.3,51.92,null,null,0:0:0
-9.69,0.04,-1.37,2.73,-39.09,24.29,0,-0.04,0,1007.05,35.3,51.75,null,null,0:0:0
-9.69,0.08,-1.45,2.73,-39.18,24.49,0,-0.04,0,1007.09,35.3,51.41,null,null,0:0:0
-9.61,0.08,-1.45,2.73,-38.91,24.39,0,-0.04,0,1007.07,35.3,51.58,null,null,0:0:0
-9.69,0.16,-1.53,2.82,-39,24.18,0,-0.04,0,1007.08,35.3,51.5,null,null,0:0:0
-9.73,0.04,-1.41,3,-38.73,24.29,0,-0.04,0,1007.09,35.3,51.41,null,null,0:0:0
-9.69,0.12,-1.49,2.82,-38.82,24.18,0,-0.04,0,1007.09,35.4,51.41,null,null,0:0:0
-9.73,0.08,-1.45,2.73,-39,24.59,0,-0.04,0,1007.1,35.3,51.33,null,null,0:0:0
-9.73,0.08,-1.57,2.91,-39.09,24.39,0,-0.04,0,1007.13,35.3,51.08,null,null,0:0:0
-9.69,0.08,-1.45,2.82,-39.27,24.39,0,-0.04,0,1007.07,35.4,51.58,null,null,0:0:0
-9.77,0.04,-1.49,2.55,-38.73,24.39,0,-0.04,0,1007.07,35.3,51.58,null,null,0:0:0
-9.61,0.12,-1.45,2.64,-38.91,24.29,0,-0.04,0,1007.02,35.4,52,null,null,0:0:0
-9.65,0.04,-1.49,2.55,-38.82,24.18,0,-0.04,0,1007.14,35.4,51,null,null,0:0:0
-9.77,0.12,-1.53,2.64,-39.09,24.08,0,-0.04,0,1007.04,35.4,51.83,null,null,0:0:0
-8.9,-0.51,-1.29,2.55,-38.82,24.29,0.02,-0.04,0.01,1007.09,35.4,51.41,null,null,0:0:0
-9.49,-0.04,-1.41,2.91,-38.82,24.18,-0.06,-0.03,0.05,1007.1,35.4,51.33,null,null,0:0:0
