Accel X,Accel Y,Accel Z,Mag X,Mag Y,Mag Z,Gyro X,Gyro Y,Gyro Z,Pressure,Temperature,Altitude,GPS Lat,GPS Long,Time
0.94,-9.26,1.37,67.18,-85.18,66.12,1.26,-4.3,2.02,1004.37,26.3,74.2,null,null,0:0:0
1.69,-8.51,4,9.82,-114.09,54.39,-0.18,-1.33,0.63,1004.38,26.3,74.11,null,null,0:0:0
0.94,-9.85,1.45,2.09,-113.18,32.35,0.11,-0.02,0.05,1004.37,26.3,74.2,null,null,0:0:0
0.67,-9.22,2.51,-1.45,-119.27,42.45,1.09,0.08,0.21,1004.33,26.3,74.53,null,null,0:0:0
0.59,-9.18,3.77,-1.18,-119.73,53.78,-0.13,-0.04,0.02,1004.3,26.3,74.78,null,null,0:0:0
0.55,-9.14,3.8,-2.82,-121.55,53.47,0.05,-0.03,0.04,1004.37,26.3,74.2,null,null,0:0:0
0.51,-9.02,3.8,-1.45,-120,54.69,-0.07,-0.04,0.03,1004.32,26.3,74.62,null,null,0:0:0
0.47,-9.06,3.88,-0.45,-119.36,55.2,-0.03,-0.03,0.03,1004.37,26.3,74.2,null,null,0:0:0
0.59,-9.02,3.84,-3.36,-121.27,53.47,-0.02,-0.03,0.03,1004.35,26.3,74.36,null,null,0:0:0
0.55,-9.14,3.8,-3.45,-121.36,53.47,0,-0.03,0.03,1004.36,26.3,74.28,null,null,0:0:0
0.55,-9.02,3.88,0,0,0,0,-0.03,0.04,1004.27,26.3,75.04,null,null,0:0:0
0.55,-9.1,3.8,-0.18,-119.18,55,0,-0.03,0.03,1004.34,26.3,74.45,null,null,0:0:0
0.59,-9.1,3.84,-3.55,-121.45,53.37,-0.01,-0.03,0.03,1004.31,26.3,74.7,null,null,0:0:0
0.51,-9.1,3.88,-4.73,-123.18,52.86,0,-0.03,0.03,1004.34,26.3,74.45,null,null,0:0:0
0.47,-9.14,3.88,-3,-121.45,53.78,0,-0.03,0.03,1004.29,26.3,74.87,null,null,0:0:0
0.51,-9.14,3.8,-4.55,-122.55,52.55,0,-0.03,0.03,1004.31,26.3,74.7,null,null,0:0:0
0.55,-9.1,3.8,-2.36,-121.64,54.29,0,-0.03,0.03,1004.33,26.3,74.53,null,null,0:0:0
0.55,-9.14,3.8,-2.36,-121.45,53.98,0,-0.03,0.03,1004.26,26.3,75.12,null,null,0:0:0
0.51,-9.1,3.8,-3.91,-122,52.96,-0.01,-0.03,0.03,1004.3,26.3,74.78,null,null,0:0:0
0.55,-9.1,3.77,0,-118.82,55.1,0,-0.03,0.03,1004.27,26.3,75.04,null,null,0:0:0
0.51,-9.06,3.84,-4.36,-122.18,52.96,0,-0.03,0.03,1004.32,26.3,74.62,null,null,0:0:0
0.47,-9.14,3.84,-1.91,-120.27,54.59,0,-0.03,0.04,1004.3,26.3,74.78,null,null,0:0:0
0.51,-9.1,3.77,-0.09,-118.91,55.1,0,-0.03,0.03,1004.26,26.4,75.12,null,null,0:0:0
0.55,-9.06,3.84,-1.73,-120.55,54.49,0,-0.03,0.03,1004.26,26.4,75.12,null,null,0:0:0
0.47,-9.06,3.73,-2.09,-120,54.49,0,-0.03,0.03,1004.34,26.4,74.45,null,null,0:0:0
0.55,-9.06,3.77,-3.45,-121.64,53.47,0,-0.03,0.03,1004.26,26.3,75.12,null,null,0:0:0
0.47,-9.06,3.77,-0.45,-119.09,54.8,0,-0.03,0.03,1004.31,26.4,74.7,null,null,0:0:0
0.55,-9.18,3.77,-2.27,-120.36,54.08,0,-0.03,0.03,1004.34,26.4,74.45,null,null,0:0:0
0.43,-9.14,3.84,-3.82,-121.73,53.37,0,-0.03,0.03,1004.29,26.4,74.87,null,null,0:0:0
0.47,-9.06,3.88,-4.55,-122.91,52.76,0,-0.03,0.03,1004.32,26.4,74.62,null,null,0:0:0
-8.67,-0.04,3.45,-30.55,45.09,59.49,-3.37,-0.93,1.37,1004.22,26.4,75.46,null,null,0:0:0
-6.98,2.47,2.79,-13,42.64,92.24,0.47,0.8,-1.49,1004.17,26.4,75.88,null,null,0:0:0
-10.24,1.18,1.53,-43.64,30.09,62.35,1.58,1.25,-0.57,1004.21,26.4,75.54,null,null,0:0:0
-9.53,-0.12,2.79,-26.64,34.91,63.98,-1.18,-0.31,1.66,1004.18,26.4,75.79,null,null,0:0:0
-6.28,5.1,5.41,9.55,40.73,76.94,0.14,-0.89,-0.36,1004.15,26.3,76.04,null,null,0:0:0
-5.61,5.49,4.31,4.82,42.91,71.53,-0.19,-1.13,-0.07,1004.1,26.4,76.46,null,null,0:0:0
-6.39,3.73,5.61,0.55,41.82,72.24,0.19,0.42,-0.45,1004.11,26.3,76.38,null,null,0:0:0
-8.63,3.37,7.69,-12.09,40.45,64.8,0.5,-0.04,-2.45,1004.1,26.4,76.46,null,null,0:0:0
-9.61,-0.31,3.73,-37.55,26.27,53.06,0.09,-0.77,0.07,1004.18,26.4,75.79,null,null,0:0:0
-7.69,2,-0.47,-40.82,27.91,54.29,-0.9,-0.95,-0.02,1004.07,26.4,76.71,null,null,0:0:0
-10,-11.34,5.65,-54.64,21.45,68.06,-4.27,-1,-0.24,1004.12,26.4,76.29,null,null,0:0:0
-10.04,-7.06,2.16,-49.27,14.55,97.14,-2.59,0.5,1.32,1004.27,26.4,75.04,null,null,0:0:0
